userid,test_group,first_visit_at,order_completed_at,time_to_order,region,marketing_group,product_review,successful_orders,average_receipt_rub,read_pushes
50d7e0181b49403d953d9d8fd9625512,test,2022-03-02,2022-03-04,67,Kazan,social_media,photo,5,36549,29
3ef2432655f04567bc15409dc07b0dad,test,2022-03-11,2022-03-12,47,Yekaterinburg,email_maketing,text,9,80801,10
a979c2f52e9e464abc2c35f7497512b7,test,2022-03-17,2022-03-19,61,Novosibirsk,target,video_and_photo,17,14560,19
a4eff5411df0487ab144e3877218d860,test,2022-03-14,2022-03-16,66,Omsk,social_media,video_and_photo,8,43400,28
fe81ff3dd56c4a4c9872cd59e44924db,test,2022-03-11,2022-03-13,59,Novosibirsk,social_media,video,13,48870,29
29a4b2f3bddb42ef8140ffae25afe64d,test,2022-03-18,2022-03-19,37,Moscow,target,text,18,61457,1
da505c96f1d642ab865890c22347d2db,test,2022-03-03,2022-03-04,30,Omsk,social_media,video_and_photo,13,12499,28
9fd29d32a4134821a6cdbd9b90220369,test,2022-03-07,2022-03-07,18,Chelyabinsk,email_maketing,photo,9,17991,29
b6b0dbfa2f334522963a7650f2727ba6,test,2022-03-04,2022-03-06,48,Chelyabinsk,target,no_reviews,4,4723,18
a565d979094d4234996f63d0f12af1f4,test,2022-03-17,2022-03-19,64,region,social_media,text,4,25120,15
26aba9c1184a4a45bbc6f3517c0d1456,test,2022-03-09,2022-03-09,21,Omsk,email_maketing,text,15,83883,13
f7a96bb53c5b4d46b0f9cf7417e0bc6b,test,2022-03-12,2022-03-14,50,Novosibirsk,email_maketing,photo,2,82520,11
41d76ac8a16741479b831e5c9255b8b3,test,2022-03-20,2022-03-21,38,Samara,email_maketing,video,6,44063,13
e649285b6d014a7fb9379560cb0a1131,test,2022-03-12,2022-03-13,37,region,social_media,photo,5,10447,19
25835563f93144bbb4e4ebb36045fba9,test,2022-03-02,2022-03-02,8,Moscow,email_maketing,photo,10,83614,2
c0a422fd87fa47ffb2bca89c19a6458c,test,2022-03-08,2022-03-09,33,Chelyabinsk,social_media,video,3,75555,11
7e661074412f4f16ba56dad175757525,test,2022-03-06,2022-03-08,58,Omsk,target,text,1,67365,0
73fc3e8e39294d1492bdfb9226fd365e,test,2022-03-07,2022-03-07,18,Yekaterinburg,email_maketing,text,17,52884,1
1eb10b6e176f4ac999ac6a414e171858,test,2022-03-18,2022-03-20,63,Omsk,target,video,7,49244,6
782a5f4783aa47bf923325728dba30ff,test,2022-03-16,2022-03-18,59,region,social_media,no_reviews,18,81580,4
b87b9b8865cb43aaa7f6aa86f6dd1ce4,test,2022-03-11,2022-03-13,49,Yekaterinburg,email_maketing,text,19,51153,8
e51bc4cf977f4de3b075bb06749d4064,test,2022-03-08,2022-03-09,29,Omsk,email_maketing,no_reviews,5,76369,10
568a579f4a6741bab4bc3647f246bfc1,test,2022-03-12,2022-03-14,48,region,email_maketing,photo,18,50760,10
7f8ad7ae0eff4ed584f1250afab91e42,unparticipation,2022-03-14,2022-03-19,122,Omsk,social_media,video_and_photo,1,16243,2
d5bfcd3e205f49dfac4648acd07ba919,unparticipation,2022-03-07,2022-03-11,117,Yekaterinburg,social_media,no_reviews,16,3384,7
0ea383a88dc04ed58338d8c0919fe7df,unparticipation,2022-03-07,2022-03-12,137,Samara,email_maketing,video,16,45375,21
87f62334ab7a40308665667333b5544d,unparticipation,2022-03-04,2022-03-09,141,Omsk,social_media,video,15,82664,10
68a01245f7594abdbd9ad486616fd573,unparticipation,2022-03-10,2022-03-15,127,Yekaterinburg,social_media,video_and_photo,6,12825,10
a0a63c75a2c9495eaff1799588a94120,unparticipation,2022-03-08,2022-03-12,114,Saint Petersburg,target,photo,9,23320,31
147094efefb14832abb7c4ebec420ba6,unparticipation,2022-03-18,2022-03-22,106,Saint Petersburg,social_media,text,6,79785,25
f89c9c764d63466bac7ac0294f1cd320,unparticipation,2022-03-05,2022-03-09,111,Yekaterinburg,target,text,13,63635,26
6293c00629a34741ad54db9d83af7f89,unparticipation,2022-03-09,2022-03-13,115,Novosibirsk,social_media,no_reviews,18,81729,32
3e5d16a2012640d78db814671aaf3471,unparticipation,2022-03-14,2022-03-19,136,Chelyabinsk,target,video_and_photo,13,19199,29
2f782d3673494422924d82702456934e,unparticipation,2022-03-09,2022-03-13,107,Omsk,target,text,7,13085,22
bd00e981c1fb49878bd03a8c8399dbfe,unparticipation,2022-03-05,2022-03-09,111,Moscow,social_media,text,5,66300,27
0270d179881a43bb98ce25f3f6b9d4ae,unparticipation,2022-03-17,2022-03-22,122,region,social_media,video_and_photo,8,81185,28
925c5041849e461ca6257fc9621689d5,unparticipation,2022-03-07,2022-03-12,140,Omsk,email_maketing,text,11,13019,16
ca16e481ac414ec9a53da1af2afb23f2,unparticipation,2022-03-20,2022-03-24,96,Omsk,target,no_reviews,10,37002,11
d763698636c642bead70788191336472,unparticipation,2022-03-16,2022-03-20,111,Omsk,target,photo,1,62751,29
9049767f9eb14542af535696d7f2f3f4,unparticipation,2022-03-06,2022-03-11,121,Yekaterinburg,social_media,text,19,9150,5
defa093764604a279c3ddaf9179698f0,unparticipation,2022-03-15,2022-03-20,140,Moscow,email_maketing,text,19,26109,13
c0edf83766e5497c9e48e59bc46ef5a7,unparticipation,2022-03-04,2022-03-08,114,Kazan,social_media,text,12,29361,32
8bf106ec62fb4a79a71f92ec0d393005,unparticipation,2022-03-10,2022-03-14,113,Omsk,target,video_and_photo,15,56890,20
7fa9c278b9804525bcd17108f93d6bd6,unparticipation,2022-03-03,2022-03-08,120,Samara,target,text,19,21852,22
5561080ff56a4636a9ef6367e0946a6a,unparticipation,2022-03-12,2022-03-17,141,Samara,target,no_reviews,14,35804,15
033498baba40407283b7f6e2241cd40d,unparticipation,2022-03-07,2022-03-12,137,Novosibirsk,target,photo,4,13482,29
60d36777d7f247148a800025c61fe6e7,unparticipation,2022-03-12,2022-03-16,107,Kazan,social_media,no_reviews,9,40678,19
4a51a0d1cf0f46d4b4a25e341f051c3e,unparticipation,2022-03-20,2022-03-24,98,Yekaterinburg,social_media,video,11,60680,2
36bcddb4473947f0a278c200ea111b75,unparticipation,2022-03-03,2022-03-08,120,Chelyabinsk,social_media,no_reviews,12,26349,14
7d3c32f276c344f2a7c868579f164eb9,unparticipation,2022-03-05,2022-03-09,106,region,email_maketing,video_and_photo,5,53405,8
1d8cf915a2b5402a9a548909a8f62096,unparticipation,2022-03-17,2022-03-22,124,Saint Petersburg,target,photo,9,29063,20
c66ea72f99294b3598d0500e05de6880,unparticipation,2022-03-11,2022-03-15,113,Chelyabinsk,email_maketing,text,11,4809,19
8e00b207ef9543ba9f0657021896d134,unparticipation,2022-03-06,2022-03-10,103,Moscow,email_maketing,photo,14,33139,19
fac5de0bff304c349799b32756c00667,unparticipation,2022-03-10,2022-03-15,130,Chelyabinsk,email_maketing,video_and_photo,1,2286,24
50ba69ea79594719a9420284e3ea447f,unparticipation,2022-03-02,2022-03-07,138,region,social_media,video,18,5184,7
6479a3be9e8e48e18d29d9eee761cfd5,unparticipation,2022-03-04,2022-03-09,141,Samara,target,photo,9,42273,14
1027d940c9754205af02475d8a937198,unparticipation,2022-03-14,2022-03-18,106,region,email_maketing,no_reviews,19,15612,14
34e762c279de49e8b7ac92e8794f243a,unparticipation,2022-03-10,2022-03-14,100,Chelyabinsk,social_media,video,15,12435,22
086038350a784d4e8e3867336cd13b0f,unparticipation,2022-03-12,2022-03-16,107,Saint Petersburg,email_maketing,video_and_photo,18,22103,25
07b3e6a7ed4445bebc18ca11bc2288d3,unparticipation,2022-03-05,2022-03-09,118,Samara,email_maketing,text,5,45731,2
40b1c112979846aa8b00b8fbf33bbcb2,unparticipation,2022-03-06,2022-03-11,136,Kazan,target,text,14,69152,4
30c19416b2c548e998067a150939a798,unparticipation,2022-03-20,2022-03-25,120,Omsk,social_media,text,17,12279,22
48f16f10aeda41ba8cc52e74b14fefed,unparticipation,2022-03-11,2022-03-16,137,Moscow,social_media,video,9,52517,20
8dd22da11189496ca89816a6ea0d8a2b,unparticipation,2022-03-02,2022-03-06,109,Saint Petersburg,target,video,3,25310,19
36ea9b677493488eb131a93cc4d5d4fc,unparticipation,2022-03-15,2022-03-19,100,Samara,social_media,video_and_photo,7,40405,16
6bac99056a684bdb9f577fcc36957ac7,unparticipation,2022-03-16,2022-03-20,118,Moscow,social_media,photo,5,73634,11
1a8a0887172947cfab34157d07fa042f,unparticipation,2022-03-12,2022-03-17,138,Omsk,email_maketing,text,6,68913,29
2aa7f058013c4e0c9316b4a43de3aae4,unparticipation,2022-03-02,2022-03-07,143,Omsk,email_maketing,text,19,11170,16
166aa420883a480da9fa75f9cdafad90,unparticipation,2022-03-13,2022-03-17,115,Samara,target,photo,14,29610,13
482f55b9047f472b9679a00c7910653a,unparticipation,2022-03-19,2022-03-23,118,Kazan,social_media,no_reviews,19,5744,1
f7810008077141f5912370115d240065,unparticipation,2022-03-05,2022-03-09,112,Yekaterinburg,social_media,text,18,12354,13
2d150bbb8f684e25ab5f69e2cd276225,unparticipation,2022-03-03,2022-03-07,117,Omsk,email_maketing,photo,12,81345,15
73fcc3fb688e452d8ff1e49bb358d250,unparticipation,2022-03-02,2022-03-06,114,Saint Petersburg,social_media,no_reviews,18,28180,16
391f7f0f519b42938e4e139c55b5f5d6,unparticipation,2022-03-06,2022-03-10,96,Samara,social_media,video_and_photo,9,13998,15
38d834021bfe4b979a636b202a009054,unparticipation,2022-03-05,2022-03-10,134,Samara,target,video_and_photo,1,55133,32
253767b3afd3478eb99390a40401481f,unparticipation,2022-03-01,2022-03-06,123,Samara,email_maketing,text,14,60534,17
e797c5aab4c6460caab23a40b6867019,unparticipation,2022-03-19,2022-03-23,116,Samara,social_media,video,3,55582,27
cf94c141669743e59d8a50bb3a8a2343,unparticipation,2022-03-07,2022-03-11,116,Moscow,target,video_and_photo,11,49207,19
a40dd35e142d47d1b3ad63a68d0317fc,unparticipation,2022-03-02,2022-03-06,101,Kazan,target,text,6,33210,19
ba31d7ae4d3242c4823e2615a792313a,unparticipation,2022-03-17,2022-03-22,140,Kazan,social_media,text,19,69652,3
a306489140ca4a8a980b614aa91a3004,unparticipation,2022-03-12,2022-03-17,124,Chelyabinsk,email_maketing,video,19,69208,4
d6868831a29c4d05b05b9381f8ece755,unparticipation,2022-03-20,2022-03-25,133,Saint Petersburg,social_media,no_reviews,14,81491,7
70a091ded5cf466c9525560fdcd8fc1c,unparticipation,2022-03-10,2022-03-14,110,Omsk,email_maketing,no_reviews,13,65931,7
ebedec18921e40b2a81a0456f8ea9128,unparticipation,2022-03-04,2022-03-08,98,Kazan,email_maketing,no_reviews,10,19068,12
414cb4c710134cbf9edd24d00e1048f7,unparticipation,2022-03-13,2022-03-17,99,Yekaterinburg,social_media,video,2,83789,25
5404013307694868930f8c0654296865,unparticipation,2022-03-16,2022-03-21,129,Kazan,target,video,7,48886,25
751b4cb8748543cca2561e1af3924d2f,unparticipation,2022-03-06,2022-03-10,108,Kazan,social_media,text,3,4975,25
797a7822c3c94e5b9cde4870f92f44b1,unparticipation,2022-03-10,2022-03-15,129,Moscow,target,text,18,73903,9
d31b6af8d80747e3a218d4c43c7deafe,unparticipation,2022-03-12,2022-03-16,104,Yekaterinburg,email_maketing,text,13,79461,16
728c03c73a8b47e8b187260186c8c539,unparticipation,2022-03-13,2022-03-18,129,Novosibirsk,social_media,video_and_photo,10,63627,3
8e408b07a29f44aabf5ca489b16be307,unparticipation,2022-03-03,2022-03-07,107,Kazan,email_maketing,no_reviews,11,83997,16
10faa7ae8ad640bcba360fa6f46abdd4,unparticipation,2022-03-18,2022-03-23,127,Kazan,social_media,video_and_photo,6,35022,1
c8255999d5054de8bb3b83ce7ef3a63d,unparticipation,2022-03-17,2022-03-21,103,Samara,target,video_and_photo,5,26081,1
cb2610f79b6f4256b600f3f2aa291c49,unparticipation,2022-03-14,2022-03-18,100,Samara,email_maketing,video_and_photo,11,40374,5
d164759a1eb64b04a66531dcc9f2ad0d,unparticipation,2022-03-14,2022-03-18,105,Chelyabinsk,email_maketing,photo,14,18686,27
e9d18733f84946bfad767c8b8e88ed4e,unparticipation,2022-03-16,2022-03-21,121,Samara,email_maketing,video_and_photo,14,79887,18
89db7c2546734856b0860829aa71bde2,unparticipation,2022-03-20,2022-03-25,141,Samara,email_maketing,no_reviews,18,68686,0
e1505e09321a4c5287b1dcbd0d8eb414,unparticipation,2022-03-08,2022-03-12,106,Samara,target,video_and_photo,6,2687,9
ec1038565d784218844f35661cb658e8,unparticipation,2022-03-03,2022-03-07,106,Saint Petersburg,email_maketing,photo,9,14664,6
fddbbb58fcc74f06960c059a3b99d7b2,unparticipation,2022-03-16,2022-03-20,111,Samara,email_maketing,photo,7,4097,16
e1d37dacd5cf41e0ad5d6aa44cf32a9a,unparticipation,2022-03-19,2022-03-24,125,Saint Petersburg,target,no_reviews,8,61544,21
50c002dee2f24243b3061ebca4588acd,unparticipation,2022-03-12,2022-03-17,138,Samara,target,photo,16,29517,3
40e78e601b6b4cb2b88b60e9fb587764,unparticipation,2022-03-09,2022-03-13,117,Moscow,email_maketing,photo,9,49612,29
46f298d74aab4f23ab02dc0936a410ad,unparticipation,2022-03-19,2022-03-23,105,region,email_maketing,video,9,11591,1
13909f0dce264ff1b566f5d02c252bf7,unparticipation,2022-03-03,2022-03-08,139,Chelyabinsk,target,video_and_photo,11,56351,30
7fd9f6bfcc37424a839a763c1f5582aa,unparticipation,2022-03-02,2022-03-07,141,Omsk,email_maketing,video_and_photo,7,22651,32
66f47cc5cae24901b5612bb44aeaa7f8,unparticipation,2022-03-03,2022-03-08,125,Saint Petersburg,social_media,video,12,65429,3
adbc99e26f6c42e194403ba0e32edb06,unparticipation,2022-03-03,2022-03-07,117,Saint Petersburg,email_maketing,no_reviews,2,7718,26
d8751e44df174c60af32a901ded20bf7,unparticipation,2022-03-01,2022-03-06,137,Novosibirsk,social_media,photo,10,75378,21
466949f177b449e588b849a60611371a,unparticipation,2022-03-09,2022-03-13,119,Chelyabinsk,target,video_and_photo,5,21835,0
39719bfe70c84f1ab047433b08ddc3a6,unparticipation,2022-03-15,2022-03-19,109,Yekaterinburg,email_maketing,text,15,15947,24
86f700d86e4748a0ab43fc0bcfe33505,unparticipation,2022-03-06,2022-03-10,107,Saint Petersburg,target,video,2,13504,3
57de9477d0534f62a47531d06314df1e,unparticipation,2022-03-09,2022-03-14,130,Chelyabinsk,social_media,video,6,25647,18
1c890be0e52649a78365e5de7528c717,unparticipation,2022-03-16,2022-03-20,111,Kazan,email_maketing,video_and_photo,14,29420,7
a18bd6bef7454ea9b9d461bbd4f3bba7,unparticipation,2022-03-01,2022-03-06,120,Chelyabinsk,email_maketing,text,5,32360,19
329080c02fac4ceeb8ff63225df13533,unparticipation,2022-03-14,2022-03-19,128,Omsk,target,text,13,53101,5
893911fd6f23427cabfc10e446c0cab7,unparticipation,2022-03-16,2022-03-20,115,Omsk,social_media,text,2,32149,30
eb0362f0dc4e42e9ba3dd49ae76ed430,unparticipation,2022-03-05,2022-03-09,107,Omsk,email_maketing,text,11,7911,16
4e53abd6681a41f7898b285c6155f9dc,unparticipation,2022-03-04,2022-03-08,108,Moscow,social_media,video_and_photo,4,16851,27
23ba6159d581421a8f5e543f0c63ab76,unparticipation,2022-03-18,2022-03-22,108,Novosibirsk,email_maketing,photo,7,40349,31
3b83a2213e3046779bfa2688d65d3b46,unparticipation,2022-03-10,2022-03-15,142,Samara,target,video_and_photo,10,55415,8
619628a1e05b4a339afc2c708b69d05e,unparticipation,2022-03-13,2022-03-18,130,region,target,video,5,55263,19
b7bbef3dcc8640ab90237b527419e2ac,unparticipation,2022-03-06,2022-03-11,130,Samara,social_media,no_reviews,14,69363,8
a6c56cb65b304622839011a6cfbd3734,unparticipation,2022-03-07,2022-03-11,117,Yekaterinburg,social_media,video,10,7334,11
6b6bed5bd0774e80819444d4f12e81c3,unparticipation,2022-03-07,2022-03-11,107,Saint Petersburg,target,text,4,59086,24
087652ce0c35418ea0abc8139ecad259,unparticipation,2022-03-01,2022-03-06,125,Moscow,social_media,no_reviews,7,14446,25
6ba571eced2940df80846086f5802ca3,unparticipation,2022-03-01,2022-03-06,121,Samara,target,video,19,26613,2
cf75e0b9948e44d1972bf0ba635d2914,unparticipation,2022-03-19,2022-03-24,139,Moscow,target,video,10,39571,15
0bf103567a374745abd12a910fb4a43b,unparticipation,2022-03-08,2022-03-13,132,Novosibirsk,social_media,no_reviews,11,64861,23
2ed3f4312ad8457294db701d4ed30d9d,unparticipation,2022-03-15,2022-03-19,119,Moscow,email_maketing,video_and_photo,16,68650,5
e312d5d0d9e443a2baa180625b0e8548,unparticipation,2022-03-12,2022-03-16,103,Novosibirsk,target,video_and_photo,4,54608,1
8345a1e2141e4ca982b99301b82bc81a,unparticipation,2022-03-10,2022-03-15,142,Saint Petersburg,social_media,video,17,33155,22
f4d8ddf809134351999fa95e4411390a,unparticipation,2022-03-14,2022-03-19,125,Moscow,email_maketing,video,13,22992,22
95873aa80fcb43c999604954812ebf91,unparticipation,2022-03-13,2022-03-18,130,Kazan,social_media,no_reviews,19,30228,22
3a69932bea074a47a61b1756f7062291,unparticipation,2022-03-10,2022-03-14,98,region,target,text,13,8671,2
10537a76bb514bf085027e49d4f36828,unparticipation,2022-03-01,2022-03-05,112,Kazan,target,text,6,33049,28
1547e7b250184a4e87897538f1aefce5,unparticipation,2022-03-13,2022-03-18,132,Chelyabinsk,target,text,1,26244,1
7ae643082a1149a6a8d47eafe3532b2f,unparticipation,2022-03-12,2022-03-17,126,Saint Petersburg,social_media,photo,11,57262,32
680ae11e1b7c4f0492d423f88405dc37,unparticipation,2022-03-15,2022-03-20,143,Moscow,target,text,8,72668,11
1829f8c03f8f453d8cf54f19c116f6cd,unparticipation,2022-03-16,2022-03-21,126,Chelyabinsk,target,video_and_photo,5,84348,13
1d6466fa6ef2492496e806f78a9d6b04,unparticipation,2022-03-17,2022-03-21,119,Yekaterinburg,social_media,no_reviews,2,7536,7
e512722388374ff0abc008da50574b20,unparticipation,2022-03-11,2022-03-15,99,Omsk,social_media,video,3,24777,11
9115896f9d8145caadd9c7459285be02,unparticipation,2022-03-19,2022-03-24,120,Kazan,target,video,1,19607,17
1f7487ca32d64c13bcbd0cde48757e5d,unparticipation,2022-03-02,2022-03-07,125,Novosibirsk,email_maketing,video_and_photo,5,4717,12
99d6512ca06f4f0ba735dd051dd5f50f,unparticipation,2022-03-10,2022-03-14,100,Samara,target,no_reviews,1,71461,19
311b5e8bd7784931aa2088071e6f80ab,unparticipation,2022-03-02,2022-03-06,108,Kazan,social_media,text,17,14265,22
e5fbec8a5caa4df79da4ef3dbd4a98b5,unparticipation,2022-03-01,2022-03-06,141,Novosibirsk,social_media,video,12,21340,23
cd7aa9e3fcd0480abdc05814173ed17e,unparticipation,2022-03-05,2022-03-09,115,Saint Petersburg,social_media,video,7,21079,23
f3dd0b52c2a24335a7afec7ac2d42c33,unparticipation,2022-03-08,2022-03-13,140,Moscow,email_maketing,video_and_photo,4,31729,22
30a7ea4932194dd5ae28c9aa470666ec,unparticipation,2022-03-06,2022-03-11,122,Chelyabinsk,email_maketing,video_and_photo,9,56204,31
89cecec368a3401cbe80571461c2be8d,unparticipation,2022-03-04,2022-03-09,122,Omsk,target,video_and_photo,15,10689,25
3d4eaa291d3a411bbb4095a718b4ea3b,unparticipation,2022-03-19,2022-03-23,105,Moscow,social_media,text,6,53436,4
e492580d853a4f87a49315002cb174a0,unparticipation,2022-03-04,2022-03-09,133,Samara,target,video_and_photo,8,68466,17
737dc10630af44ec95e994c8989f1a18,unparticipation,2022-03-12,2022-03-17,134,Novosibirsk,social_media,video_and_photo,8,56585,22
c6c08ae8c71b4997a4e2f29e4e82313e,unparticipation,2022-03-12,2022-03-16,107,Moscow,email_maketing,video_and_photo,1,17292,28
98c7a899b41c4cce9169a3e286de6156,unparticipation,2022-03-18,2022-03-23,128,Novosibirsk,email_maketing,text,7,27360,30
40ffe05950954c9b8cb5dde01cc04b1b,unparticipation,2022-03-19,2022-03-24,122,Kazan,target,photo,17,26014,9
7b9ec068c1b1422d980e3b6739239bc2,unparticipation,2022-03-12,2022-03-17,131,region,target,no_reviews,10,22426,21
3931db1801004b7390a35e99fdf97431,unparticipation,2022-03-09,2022-03-14,137,Yekaterinburg,social_media,photo,8,46178,30
8aeb50ddbbac477db9fe0996c15c494d,unparticipation,2022-03-01,2022-03-06,131,Samara,target,text,11,33616,19
e5ae57d4a6be4debbda79cb23d1b912b,unparticipation,2022-03-11,2022-03-16,124,Samara,target,no_reviews,11,9325,10
651d87d1921349b88d71676329a2ae11,unparticipation,2022-03-07,2022-03-12,135,Novosibirsk,social_media,photo,8,4153,19
f667e169957a4ba686ef1462f85ad46e,unparticipation,2022-03-18,2022-03-23,129,Kazan,social_media,photo,17,73398,16
bdd3405487064b62b9dbb985702ff1f2,unparticipation,2022-03-01,2022-03-06,127,Chelyabinsk,social_media,video,10,27570,25
6894880578c04297a58953d2b60a89c8,unparticipation,2022-03-10,2022-03-15,125,Moscow,social_media,video_and_photo,19,81785,8
919eed7cee764fd88accd2376321d704,unparticipation,2022-03-13,2022-03-18,130,Saint Petersburg,email_maketing,video_and_photo,4,60827,26
04454e9101534c3e9e169d490ac41adf,unparticipation,2022-03-16,2022-03-21,124,region,target,video,5,13142,23
98dc407ca02140b187a724cb59bed6b7,unparticipation,2022-03-06,2022-03-11,140,Kazan,email_maketing,no_reviews,9,71709,0
5d467af7ecbf4f0682a18dabb80eb80e,unparticipation,2022-03-15,2022-03-20,136,Chelyabinsk,social_media,video,1,56816,8
8beb8a271036433c98670655b00027ac,unparticipation,2022-03-08,2022-03-13,139,Saint Petersburg,email_maketing,photo,5,3666,32
8b7393390484406db8fc38f125cb0c56,unparticipation,2022-03-14,2022-03-18,103,Moscow,email_maketing,video_and_photo,1,42492,18
195aa24975b447baafcd5e25a39d15c3,unparticipation,2022-03-07,2022-03-11,116,Samara,social_media,no_reviews,15,65194,32
5ef19638538b460a8e178687828de828,unparticipation,2022-03-20,2022-03-25,133,Saint Petersburg,target,no_reviews,16,34888,22
86ec6c9dfcc546e1a5a26fface4c046a,unparticipation,2022-03-10,2022-03-14,116,Saint Petersburg,email_maketing,no_reviews,5,25889,8
9de913cc4364425699c7583333899dc0,unparticipation,2022-03-12,2022-03-17,142,Omsk,email_maketing,photo,16,9186,28
9891edcab99c4044afd0d09fb5c04816,unparticipation,2022-03-12,2022-03-16,110,Kazan,social_media,photo,2,82702,23
2790a295ce35468397295f0c425c8d39,unparticipation,2022-03-04,2022-03-08,114,Omsk,email_maketing,video,7,47989,17
67b2bf80eacc4b25be456aad832f2537,unparticipation,2022-03-12,2022-03-16,114,Omsk,email_maketing,video,4,7990,10
46e17efe3686493d9a4e00a1fa27ee3f,unparticipation,2022-03-01,2022-03-05,101,Kazan,target,video_and_photo,2,28781,30
70d8747734a14ec78a434fb37b33eb77,unparticipation,2022-03-16,2022-03-21,131,Yekaterinburg,email_maketing,photo,1,19226,22
39d78e175757415995cf3fb3339197e5,unparticipation,2022-03-15,2022-03-20,143,Omsk,email_maketing,video_and_photo,3,38365,32
c602deed89ea473aaa054d1f3897e72d,unparticipation,2022-03-19,2022-03-24,124,region,target,text,7,35812,12
376501d7be1e450a9e657fc6d86b57e8,unparticipation,2022-03-09,2022-03-13,99,Novosibirsk,email_maketing,video,10,6361,29
bcf8346683804f8299f331a6c91fc10f,unparticipation,2022-03-05,2022-03-10,134,Kazan,target,photo,16,59226,25
67a58e87f5d84d99b1fc06bb82c7707c,unparticipation,2022-03-04,2022-03-08,107,Omsk,social_media,text,18,26484,20
bab55d9a6db5479abfa258d9af326450,unparticipation,2022-03-20,2022-03-25,129,Samara,target,no_reviews,10,14902,2
eee76d3cc117490e97774ed5defabd82,unparticipation,2022-03-06,2022-03-11,138,region,email_maketing,video,15,77001,17
4b3779109d5c4fa8ba2856cde0c52ec4,unparticipation,2022-03-08,2022-03-13,138,region,target,no_reviews,9,22958,30
7e3fe7772a354ed38c52172cf366a829,unparticipation,2022-03-11,2022-03-15,111,region,target,text,3,62966,11
2449a54118204e07b995075c00c01508,unparticipation,2022-03-07,2022-03-12,131,Moscow,email_maketing,photo,7,77534,25
48cec4400c8f4b4dbf047e8a2a7ecfda,unparticipation,2022-03-08,2022-03-13,125,Kazan,social_media,photo,12,7579,29
12277a7a1f82480bb6e3fc1fda38ac7e,unparticipation,2022-03-04,2022-03-08,114,Kazan,email_maketing,text,5,69978,9
17210dcc746e4445bf103e07ad1b69fe,unparticipation,2022-03-01,2022-03-06,139,Yekaterinburg,social_media,no_reviews,1,66889,30
1a2bbf32109945f9a1eec3c6bd64c4af,unparticipation,2022-03-15,2022-03-20,124,Novosibirsk,target,photo,8,42473,22
6259b733554048849fa71a2239b8b457,unparticipation,2022-03-10,2022-03-14,112,Chelyabinsk,target,video,18,5254,29
5df881136cf04b9abdebf163d5190af4,unparticipation,2022-03-12,2022-03-16,110,Yekaterinburg,email_maketing,text,14,60666,5
a3bb5c969ec44cf09d750131956452f6,unparticipation,2022-03-11,2022-03-16,142,Kazan,email_maketing,video_and_photo,14,59041,22
4bfa1623c38f4cc2a612effd6b918599,unparticipation,2022-03-05,2022-03-09,108,Chelyabinsk,social_media,text,15,25148,25
811bbc72c9d440538cf3e9b3cc956632,unparticipation,2022-03-20,2022-03-24,98,Moscow,target,video_and_photo,5,12256,12
a362e0334c304f3e91cbed07d610603e,unparticipation,2022-03-05,2022-03-10,131,Chelyabinsk,social_media,no_reviews,8,40225,31
fd0398e61c8749abb63f56a4954ecace,unparticipation,2022-03-02,2022-03-06,99,Chelyabinsk,social_media,photo,1,2874,12
7d4f435ec6ea496daf734cfd0cfe7330,unparticipation,2022-03-11,2022-03-15,115,Yekaterinburg,social_media,photo,9,80042,14
d517700b3daa4ad292240a6a568d149d,unparticipation,2022-03-01,2022-03-06,132,Chelyabinsk,target,video,13,22046,1
ccd50d3d7e7e44339845aa914cf8ec6f,unparticipation,2022-03-04,2022-03-08,100,Yekaterinburg,social_media,video,1,64694,18
e05ea1e3749f42ed89a0dff48995e4bf,unparticipation,2022-03-05,2022-03-09,105,Saint Petersburg,social_media,no_reviews,16,32104,29
b787ce4b45b04ce4ba33b994d40c6067,unparticipation,2022-03-18,2022-03-23,133,Yekaterinburg,email_maketing,text,14,44498,19
d09bee810d5c47d394659570c54ad5ce,unparticipation,2022-03-08,2022-03-13,135,Omsk,target,no_reviews,14,56611,17
59d039a59d2948dab974111e88f71696,unparticipation,2022-03-01,2022-03-05,116,Omsk,social_media,video_and_photo,10,37744,31
ba523f9f36f94683b68a5a46eaa1cbbd,unparticipation,2022-03-14,2022-03-18,108,Samara,social_media,photo,2,59510,15
52860286498a464191fdfd315b457483,unparticipation,2022-03-13,2022-03-18,133,Kazan,social_media,text,11,40751,24
edd0aeded7cb403e966819bafd49b9c0,unparticipation,2022-03-20,2022-03-25,133,Samara,social_media,video,16,62211,28
0dd1c25f7f65420bbcd1c885fd516aee,unparticipation,2022-03-08,2022-03-12,107,Novosibirsk,email_maketing,photo,4,70271,18
909364fe8d3e476ea0cc0dfb49552ed4,unparticipation,2022-03-12,2022-03-16,97,Novosibirsk,social_media,text,2,46408,30
cfdc863ae213478b968b01a150492187,unparticipation,2022-03-01,2022-03-06,128,Kazan,target,video,8,24010,31
b24869889b8c4cfe9f0220ff31f71b27,unparticipation,2022-03-18,2022-03-22,96,Chelyabinsk,email_maketing,photo,1,74116,26
afe75d45b372494a99c8529b81df655b,unparticipation,2022-03-14,2022-03-18,96,Yekaterinburg,email_maketing,text,19,13185,14
fee939733e9f4c0b9bbe9b97a6324750,unparticipation,2022-03-07,2022-03-11,114,Samara,email_maketing,photo,2,17999,21
